靡ㄩ嘿,虏嘿,るら,щ獺瞯%,щ獺计(),щ獺禦秈眎计,щ獺禦芥禬(),щ獺计カ(κ窾),щ獺芥眎计,瑈硄计(),щ獺禦芥禬カ(κ窾),璸计(),щ獺秅锣瞯%
6244   ,璟瓆         ,20040426,     2.74,      884,        0,        0,       76.02,        0,    32293,     0.00,     1297,     0.00
6244   ,璟瓆         ,20040427,     2.74,      884,        0,        0,       75.14,        0,    32293,     0.00,     1297,     0.00
6244   ,璟瓆         ,20040428,     2.51,      810,        0,      -74,       68.85,       74,    32293,    -6.29,     1223,     0.11
6244   ,璟瓆         ,20040429,     2.51,      810,        0,        0,       68.04,        0,    32293,     0.00,     1223,     0.00
6244   ,璟瓆         ,20040430,     2.51,      810,        0,        0,       63.99,        0,    32293,     0.00,     1060,     0.00
6244   ,璟瓆         ,20040503,     2.60,      840,       30,       30,       66.78,        0,    32293,     2.38,     1028,     0.05
6244   ,璟瓆         ,20040504,     2.57,      830,        0,      -10,       67.23,       10,    32293,    -0.81,     1018,     0.02
6244   ,璟瓆         ,20040505,     2.57,      830,        0,        0,       63.91,        0,    32293,     0.00,     1018,     0.00
6244   ,璟瓆         ,20040506,     2.60,      840,       10,       10,       65.52,        0,    32293,     0.78,     1028,     0.02
6244   ,璟瓆         ,20040507,     2.60,      840,        0,        0,       65.52,        0,    32293,     0.00,     1028,     0.00
6244   ,璟瓆         ,20040510,     2.60,      840,        0,        0,       64.68,        0,    32293,     0.00,     1028,     0.00
6244   ,璟瓆         ,20040511,     2.62,      845,        5,        5,       65.91,        0,    32293,     0.39,     1033,     0.01
6244   ,璟瓆         ,20040512,     2.62,      847,        2,        2,       67.34,        0,    32293,     0.16,     1035,     0.00
6244   ,璟瓆         ,20040513,     2.63,      850,        3,        3,       67.58,        0,    32293,     0.24,     1038,     0.00
6244   ,璟瓆         ,20040514,     2.63,      850,        0,        0,       68.00,        0,    32293,     0.00,     1053,     0.00
6244   ,璟瓆         ,20040517,     2.64,      852,        2,        2,       64.75,        0,    32293,     0.15,     1066,     0.00
6244   ,璟瓆         ,20040518,     2.65,      857,        5,        5,       65.99,        0,    32293,     0.39,     1076,     0.01
6244   ,璟瓆         ,20040519,     2.65,      857,        0,        0,       69.42,        0,    32293,     0.00,     1096,     0.00
6244   ,璟瓆         ,20040520,     2.67,      862,        5,        5,       68.96,        0,    32293,     0.40,     1101,     0.01
6244   ,璟瓆         ,20040521,     2.68,      867,        5,        5,       69.79,        0,    32293,     0.40,     1113,     0.01
6244   ,璟瓆         ,20040524,     2.68,      867,        0,        0,       69.79,        0,    32293,     0.00,     1113,     0.00
6244   ,璟瓆         ,20040525,     2.69,      870,        3,        3,       70.47,        0,    32293,     0.24,     1126,     0.00
6244   ,璟瓆         ,20040526,     2.71,      875,        5,        5,       71.31,        0,    32293,     0.41,     1151,     0.01
6244   ,璟瓆         ,20040527,     2.72,      878,        3,        3,       71.56,        0,    32293,     0.24,     1154,     0.00
6244   ,璟瓆         ,20040528,     2.72,      877,        3,       -1,       71.04,        4,    32293,    -0.08,     1153,     0.01
6244   ,璟瓆         ,20040531,     2.68,      867,        0,      -10,       69.36,       10,    32293,    -0.80,     1055,     0.02
6244   ,璟瓆         ,20040601,     2.68,      867,        0,        0,       69.36,        0,    32293,     0.00,     1063,     0.00
6244   ,璟瓆         ,20040602,     2.68,      867,        0,        0,       68.93,        0,    32293,     0.00,     1063,     0.00
6244   ,璟瓆         ,20040603,     2.68,      867,        0,        0,       68.49,        0,    32293,     0.00,     1063,     0.00
6244   ,璟瓆         ,20040604,     2.68,      867,        0,        0,       68.49,        0,    32293,     0.00,     1063,     0.00
6244   ,璟瓆         ,20040607,     2.73,      881,       14,       14,       70.48,        0,    32293,     1.12,     1077,     0.02
6244   ,璟瓆         ,20040608,     2.86,      925,       44,       44,       78.16,        0,    32293,     3.72,     1121,     0.07
6244   ,璟瓆         ,20040609,     2.87,      928,        3,        3,       78.88,        0,    32293,     0.26,     1124,     0.00
6244   ,璟瓆         ,20040610,     2.94,      948,        -,       20,       82.48,        -,    32293,     1.74,     1144,        -
6244   ,璟瓆         ,20040611,     2.90,      938,        0,      -10,       79.26,       10,    32293,    -0.85,     1134,     0.02
6244   ,璟瓆         ,20040614,     3.00,      968,       40,       30,       81.31,       10,    32293,     2.52,     1164,     0.08
6244   ,璟瓆         ,20040615,     3.00,      968,        0,        0,       83.73,        0,    32293,     0.00,     1164,     0.00
6244   ,璟瓆         ,20040616,     3.14,     1014,       76,       46,       87.20,       30,    32293,     3.96,     1250,     0.16
6244   ,璟瓆         ,20040617,     3.11,     1004,        -,      -10,       84.84,        -,    32293,    -0.85,     1240,        -
6244   ,璟瓆         ,20040618,     3.07,      990,        6,      -14,       83.66,       20,    32293,    -1.18,     1226,     0.04
6244   ,璟瓆         ,20040621,     3.08,      995,        5,        5,       84.58,        0,    32293,     0.43,     1231,     0.01
6244   ,璟瓆         ,20040623,     3.03,      980,        5,      -15,       82.32,       20,    32293,    -1.26,     1216,     0.04
6244   ,璟瓆         ,20040624,     3.05,      986,       36,        6,       82.33,       30,    32293,     0.50,     1222,     0.10
6244   ,璟瓆         ,20040625,     2.95,      953,       17,      -33,       80.53,       50,    32293,    -2.79,     1189,     0.10
6244   ,璟瓆         ,20040628,     2.97,      959,        6,        6,       81.99,        0,    32293,     0.51,     1195,     0.01
6244   ,璟瓆         ,20040629,     3.02,      974,       15,       15,       83.76,        0,    32293,     1.29,     1210,     0.02
6244   ,璟瓆         ,20040630,     3.06,      988,       19,       19,       84.97,        0,    32293,     1.63,     1312,     0.03
6244   ,璟瓆         ,20040701,     3.06,      988,        0,        0,       84.47,        0,    32293,     0.00,     1312,     0.00
6244   ,璟瓆         ,20040702,     3.06,      988,        0,        0,       83.98,        0,    32293,     0.00,     1312,     0.00
6244   ,璟瓆         ,20040705,     3.07,      991,        3,        3,       84.24,        0,    32293,     0.26,     1315,     0.00
6244   ,璟瓆         ,20040706,     3.08,      995,        4,        4,       86.07,        0,    32293,     0.35,     1329,     0.01
6244   ,璟瓆         ,20040707,     3.09,      997,        2,        2,       86.74,        0,    32293,     0.17,     1351,     0.00
6244   ,璟瓆         ,20040708,     3.09,      998,        1,        1,       86.83,        0,    32293,     0.09,     1352,     0.00
6244   ,璟瓆         ,20040709,     3.09,      999,        1,        1,       87.41,        0,    32293,     0.09,     1363,     0.00
6244   ,璟瓆         ,20040712,     3.09,      999,        0,        0,       87.91,        0,    32293,     0.00,     1363,     0.00
6244   ,璟瓆         ,20040713,     3.10,     1001,        2,        2,       87.59,        0,    32293,     0.18,     1365,     0.00
6244   ,璟瓆         ,20040714,     3.10,     1001,        0,        0,       86.59,        0,    32293,     0.00,     1365,     0.00
6244   ,璟瓆         ,20040715,     3.11,     1003,        2,        2,       87.76,        0,    32293,     0.18,     1367,     0.00
6244   ,璟瓆         ,20040716,     3.21,     1038,       35,       35,       91.34,        0,    32293,     3.08,     1402,     0.05
6244   ,璟瓆         ,20040719,     3.23,     1044,        6,        6,       91.87,        0,    32293,     0.53,     1408,     0.01
6244   ,璟瓆         ,20040720,     3.24,     1046,        2,        2,       88.91,        0,    32293,     0.17,     1410,     0.00
6244   ,璟瓆         ,20040721,     3.28,     1058,       12,       12,       92.05,        0,    32293,     1.04,     1422,     0.02
6244   ,璟瓆         ,20040722,     3.28,     1059,        1,        1,       91.60,        0,    32293,     0.09,     1423,     0.00
6244   ,璟瓆         ,20040723,     3.29,     1061,        2,        2,       91.78,        0,    32293,     0.17,     1423,     0.00
6244   ,璟瓆         ,20040726,     3.29,     1062,        1,        1,       92.93,        0,    32293,     0.09,     1424,     0.00
6244   ,璟瓆         ,20040727,     3.29,     1062,        0,        0,       93.46,        0,    32293,     0.00,     1424,     0.00
6244   ,璟瓆         ,20040728,     3.29,     1064,        2,        2,       93.10,        0,    32293,     0.18,     1426,     0.00
6244   ,璟瓆         ,20040729,     3.33,     1074,       10,       10,       98.27,        0,    32293,     0.92,     1449,     0.02
6244   ,璟瓆         ,20040730,     3.37,     1087,       13,       13,       98.37,        0,    32293,     1.18,     1283,     0.02
6244   ,璟瓆         ,20040802,     3.46,     1117,       30,       30,      100.53,        0,    32293,     2.70,     1313,     0.05
6244   ,璟瓆         ,20040803,     3.57,     1152,       35,       35,      103.10,        0,    32293,     3.13,     1369,     0.05
6244   ,璟瓆         ,20040804,     4.59,     1483,        0,      -40,      103.81,       40,    32293,    -2.80,     1707,     0.06
6244   ,璟瓆         ,20040805,     4.50,     1453,        0,      -30,      106.07,       30,    32293,    -2.19,     1677,     0.05
6244   ,璟瓆         ,20040806,     4.65,     1503,      100,       50,      114.98,       50,    32293,     3.83,     1901,     0.23
6244   ,璟瓆         ,20040809,     4.65,     1503,        0,        0,      120.99,        0,    32293,     0.00,     1901,     0.00
6244   ,璟瓆         ,20040810,     4.66,     1505,        2,        2,      118.90,        0,    32293,     0.16,     1883,     0.00
6244   ,璟瓆         ,20040811,     4.23,     1366,       20,     -139,      103.13,      159,    32293,   -10.49,     1744,     0.28
6244   ,璟瓆         ,20040812,     4.23,     1366,        0,        0,      103.82,        0,    32293,     0.00,     1744,     0.00
6244   ,璟瓆         ,20040813,     4.23,     1366,        0,        0,      107.91,        0,    32293,     0.00,     1832,     0.00
6244   ,璟瓆         ,20040816,     4.23,     1366,        0,        0,      109.96,        0,    32293,     0.00,     1869,     0.00
6244   ,璟瓆         ,20040817,     4.32,     1396,       30,       30,      113.77,        0,    32293,     2.45,     1913,     0.05
6244   ,璟瓆         ,20040818,     4.43,     1432,       75,       36,      118.86,       39,    32293,     2.99,     1949,     0.18
6244   ,璟瓆         ,20040819,     4.51,     1457,       25,       25,      121.66,        0,    32293,     2.09,     1974,     0.04
6244   ,璟瓆         ,20040820,     4.59,     1482,       25,       25,      123.01,        0,    32293,     2.08,     1999,     0.04
6244   ,璟瓆         ,20040823,     4.57,     1477,       40,       -5,      121.85,       45,    32293,    -0.41,     1994,     0.13
6244   ,璟瓆         ,20040826,     4.57,     1477,       20,        0,      124.81,       20,    32293,     0.00,     1994,     0.06
6244   ,璟瓆         ,20040827,     4.28,     1383,        0,      -94,      114.10,       94,    32293,    -7.76,     1900,     0.15
6244   ,璟瓆         ,20040830,     4.28,     1383,        0,        0,      112.02,        0,    32293,     0.00,     1809,     0.00
6244   ,璟瓆         ,20040831,     4.17,     1346,        0,      -37,      109.03,       37,    32293,    -3.00,     1772,     0.06
6244   ,璟瓆         ,20040901,     4.63,     1496,      150,      150,      129.40,        0,    32293,    12.98,     1922,     0.23
6244   ,璟瓆         ,20040902,     5.19,     1676,      180,      180,      155.03,        0,    32293,    16.65,     2102,     0.28
6244   ,璟瓆         ,20040903,     5.98,     1931,      255,      255,      183.45,        0,    32293,    24.23,     2357,     0.39
6244   ,璟瓆         ,20040906,     5.98,     1931,        0,        0,      196.00,        0,    32293,     0.00,     2357,     0.00
